22.877185583114624 3.151087999343872 4.764909267425537
         30608331 function calls (18939287 primitive calls) in 30.792 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      231    0.001    0.000    3.952    0.017 context.py:128(r_small_vector)
      462    0.001    0.000    3.635    0.008 context.py:132(<lambda>)
      638    0.004    0.000    0.791    0.001 context.py:135(collapse_even_gen)
   653950    0.474    0.000    0.474    0.000 context.py:137(<genexpr>)
   653950    0.271    0.000    0.746    0.000 context.py:138(<genexpr>)
      638    0.118    0.000    1.656    0.003 context.py:140(collapse_even)
       18    0.004    0.000    0.050    0.003 context.py:143(collapse)
    18450    0.013    0.000    0.013    0.000 context.py:152(<genexpr>)
    18450    0.006    0.000    0.019    0.000 context.py:153(<genexpr>)
    18450    0.005    0.000    0.025    0.000 context.py:155(<genexpr>)
       10    0.004    0.000    0.044    0.004 context.py:158(get_mask_of_element)
    10250    0.007    0.000    0.008    0.000 context.py:161(<genexpr>)
    10250    0.004    0.000    0.011    0.000 context.py:162(<genexpr>)
    10250    0.005    0.000    0.018    0.000 context.py:164(<genexpr>)
    10250    0.003    0.000    0.021    0.000 context.py:165(<genexpr>)
    10240    0.002    0.000    0.002    0.000 context.py:166(<lambda>)
       18    0.000    0.000    0.003    0.000 context.py:174(apply_mask)
     4626    0.001    0.000    0.001    0.000 context.py:175(<genexpr>)
        1    0.000    0.000    0.000    0.000 context.py:36(salt)
        1    0.000    0.000    0.000    0.000 context.py:40(rej_sampling_s)
        1    0.000    0.000    0.018    0.018 context.py:44(rej_sampling_bound)
        1    0.000    0.000    0.002    0.002 context.py:57(Zp)
        1    0.000    0.000    0.012    0.012 context.py:61(Zpx)
        1    0.000    0.000    0.000    0.000 context.py:65(x)
        1    0.000    0.000    0.109    0.109 context.py:70(ZpxQ)
   484825    0.424    0.000    3.240    0.000 context.py:77(cbd)
        6    0.008    0.001    0.041    0.007 context.py:80(random_element)
        3    0.000    0.000    0.052    0.017 context.py:83(random_vector)
      473    0.142    0.000    3.828    0.008 context.py:90(random_element_small)
      231    0.001    0.000    3.952    0.017 context.py:98(random_vector_small)
        6    0.000    0.000    0.000    0.000 copy.py:103(_copy_immutable)
       52    0.000    0.000    0.000    0.000 copy.py:62(copy)
        2    0.000    0.000    0.004    0.002 covariant_functorial_construction.py:295(__classcall__)
        2    0.000    0.000    0.000    0.000 covariant_functorial_construction.py:325(__classget__)
     22/2    0.000    0.000    0.008    0.004 covariant_functorial_construction.py:385(category_of)
        2    0.000    0.000    0.004    0.002 covariant_functorial_construction.py:421(__init__)
        1    0.000    0.000    0.000    0.000 covariant_functorial_construction.py:445(base_category)
        1    0.000    0.000    0.000    0.000 covariant_functorial_construction.py:460(extra_super_categories)
        1    0.000    0.000    0.003    0.003 covariant_functorial_construction.py:475(super_categories)
     20/2    0.000    0.000    0.007    0.004 covariant_functorial_construction.py:520(default_super_categories)
     20/2    0.000    0.000    0.007    0.004 covariant_functorial_construction.py:666(default_super_categories)
        2    0.000    0.000    0.000    0.000 cparser.py:148(_warn_for_string_literal)
        2    0.000    0.000    0.000    0.000 cparser.py:167(_remove_line_directives)
        2    0.000    0.000    0.000    0.000 cparser.py:180(_put_back_line_directives)
        2    0.000    0.000    0.000    0.000 cparser.py:189(_preprocess)
        2    0.000    0.000    0.000    0.000 cparser.py:255(_common_type_names)
        2    0.000    0.000    0.002    0.001 cparser.py:307(_parse)
        2    0.000    0.000    0.000    0.000 cparser.py:50(_get_parser)
        2    0.000    0.000    0.002    0.001 cparser.py:560(parse_type)
        2    0.000    0.000    0.002    0.001 cparser.py:563(parse_type_and_quals)
        3    0.000    0.000    0.000    0.000 cparser.py:585(_extract_quals)
        1    0.000    0.000    0.000    0.000 cparser.py:597(_get_type_pointer)
      5/2    0.000    0.000    0.000    0.000 cparser.py:606(_get_type_and_quals)
        1    0.000    0.000    0.000    0.000 cparser.py:879(_parse_constant)
        2    0.000    0.000    0.000    0.000 cparser.py:98(_preprocess_extern_python)
        1    0.000    0.000    3.151    3.151 customer.py:20(generate_n_coupons)
       10    0.001    0.000    4.765    0.476 customer.py:41(redeem_token)
        5    0.000    0.000    0.000    0.000 decorators.py:162(f)
        5    0.000    0.000    0.000    0.000 decorators.py:39(sage_wraps)
        1    0.000    0.000    0.000    0.000 decorators.py:729(wrapped)
        2    0.000    0.000    0.000    0.000 defaults.py:25(variable_names)
      303    0.001    0.000    0.016    0.000 dynamic_class.py:129(dynamic_class)
      249    0.014    0.000    0.015    0.000 dynamic_class.py:339(dynamic_class_internal)
      628    0.000    0.000    0.000    0.000 dynamic_class.py:438(<genexpr>)
        1    0.000    0.000    0.000    0.000 enum.py:1152(__new__)
        3    0.000    0.000    0.000    0.000 enum.py:1585(_get_value)
        1    0.000    0.000    0.000    0.000 enum.py:1603(__and__)
        1    0.000    0.000    0.000    0.000 enum.py:695(__call__)
        1    0.000    0.000    0.000    0.000 enumerated_sets.py:860(_an_element_from_iterator)
        1    0.000    0.000    0.000    0.000 expect.py:124(__init__)
        1    0.000    0.000    0.000    0.000 expect.py:179(set_server_and_command)
        1    0.000    0.000    0.000    0.000 expect.py:339(_change_prompt)
        1    0.000    0.000    0.000    0.000 expression_conversion_algebraic.py:1(<module>)
      2/1    0.000    0.000    0.004    0.004 expression_conversion_algebraic.py:265(algebraic)
        1    0.000    0.000    0.000    0.000 expression_conversion_algebraic.py:34(AlgebraicConverter)
        2    0.000    0.000    0.000    0.000 expression_conversion_algebraic.py:35(__init__)
        2    0.000    0.000    0.000    0.000 expression_conversion_algebraic.py:51(pyobject)
      2/1    0.000    0.000    0.004    0.004 expression_conversion_algebraic.py:65(arithmetic)
        1    0.000    0.000    0.009    0.009 expression_conversions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expression_conversions.py:1085(LaurentPolynomialConverter)
        1    0.000    0.000    0.000    0.000 expression_conversions.py:1155(FastCallableConverter)
        1    0.000    0.000    0.000    0.000 expression_conversions.py:133(Converter)
        1    0.000    0.000    0.000    0.000 expression_conversions.py:1335(RingConverter)
        1    0.000    0.000    0.000    0.000 expression_conversions.py:1450(ExpressionTreeWalker)
      4/1    0.000    0.000    0.004    0.004 expression_conversions.py:149(__call__)
        1    0.000    0.000    0.000    0.000 expression_conversions.py:1564(SubstituteFunction)
        1    0.002    0.002    0.006    0.006 expression_conversions.py:1648(Exponentialize)
        1    0.000    0.000    0.000    0.000 expression_conversions.py:1715(DeMoivre)
        1    0.001    0.001    0.001    0.001 expression_conversions.py:1778(HalfAngle)
        1    0.000    0.000    0.000    0.000 expression_conversions.py:1845(HoldRemover)
        1    0.000    0.000    0.000    0.000 expression_conversions.py:35(FakeExpression)
        1    0.000    0.000    0.000    0.000 expression_conversions.py:389(InterfaceInit)
        1    0.000    0.000    0.000    0.000 expression_conversions.py:390(__init__)
        1    0.000    0.000    0.000    0.000 expression_conversions.py:662(FriCASConverter)
        1    0.000    0.000    0.002    0.002 expression_conversions.py:678(__init__)
        1    0.000    0.000    0.000    0.000 expression_conversions.py:846(PolynomialConverter)
   2047/1    0.001    0.000    0.002    0.002 falcon.py:159(normalize_tree)
        1    0.000    0.000   22.680   22.680 falcon.py:213(__init__)
       10    0.012    0.001    0.943    0.094 falcon.py:287(sample_preimage)
   1023/1    0.003    0.000    0.035    0.035 ffsampling.py:118(ffldl_fft)
        1    0.000    0.000    0.196    0.196 ffsampling.py:16(gram)
 20470/10    0.072    0.000    0.745    0.075 ffsampling.py:189(ffsampling_fft)
     1023    0.004    0.000    0.019    0.000 ffsampling.py:63(ldl_fft)
    11275    0.016    0.000    0.017    0.000 fft.py:103(neg)
    11263    0.010    0.000    0.052    0.000 fft.py:109(sub)
       38    0.002    0.000    0.534    0.014 fft.py:114(mul)
       30    0.002    0.000    0.434    0.014 fft.py:119(div)
       68    0.003    0.000    0.712    0.010 fft.py:124(adj)
    11352    0.005    0.000    0.046    0.000 fft.py:129(add_fft)
    11253    0.005    0.000    0.056    0.000 fft.py:134(sub_fft)
    14558    0.064    0.000    0.066    0.000 fft.py:139(mul_fft)
   168643    0.904    0.000    1.147    0.000 fft.py:14(split_fft)
     1604    0.016    0.000    0.016    0.000 fft.py:145(div_fft)
     4317    0.140    0.000    0.245    0.000 fft.py:152(adj_fft)
   270818    0.793    0.000    0.825    0.000 fft.py:34(merge_fft)
502060/1344    0.607    0.000    1.855    0.001 fft.py:54(fft)
295029/707    0.343    0.000    1.627    0.002 fft.py:75(ifft)
    22638    0.060    0.000    0.068    0.000 fft.py:96(add)
        7    0.000    0.000    0.000    0.000 fields.py:65(__contains__)
        2    0.000    0.000    0.000    0.000 finite_sets.py:44(is_finite)
       19    0.000    0.000    0.000    0.000 free_module.py:1184(__richcmp__)
        1    0.000    0.000    0.003    0.003 free_module.py:1992(__init__)
        2    0.000    0.000    0.000    0.000 free_module.py:2037(construction)
      245    0.003    0.000    0.004    0.000 free_module.py:2174(_element_constructor_)
      245    0.001    0.000    0.001    0.000 free_module.py:228(create_key)
        1    0.000    0.000    0.004    0.004 free_module.py:245(create_object)
      490    0.000    0.000    0.000    0.000 free_module.py:2949(coordinate_ring)
      245    0.004    0.000    0.310    0.001 free_module.py:308(FreeModule)
        5    0.000    0.000    0.000    0.000 free_module.py:3308(rank)
        1    0.000    0.000    0.003    0.003 free_module.py:5360(__init__)
        3    0.000    0.000    0.003    0.001 free_module.py:5401(__hash__)
        2    0.000    0.000    0.001    0.000 free_module.py:5423(_coerce_map_from_)
        1    0.000    0.000    0.000    0.000 free_module.py:8216(element_class)
        1    0.000    0.000    0.003    0.003 free_module.py:908(__init__)
      245    0.000    0.000    0.000    0.000 free_module.py:982(degree)
        2    0.000    0.000    0.000    0.000 free_module.py:998(is_sparse)
        2    0.000    0.000    0.001    0.001 fricas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fricas.py:1007(FriCASElement)
        1    0.000    0.000    0.000    0.000 fricas.py:19(FriCAS)
        1    0.000    0.000    0.000    0.000 fricas.py:2069(FriCASFunctionElement)
        1    0.000    0.000    0.000    0.000 fricas.py:2092(FriCASExpectFunction)
        1    0.000    0.000    0.000    0.000 fricas.py:280(FriCAS)
        1    0.000    0.000    0.001    0.001 fricas.py:284(__init__)
        1    0.000    0.000    0.000    0.000 fricas.py:29(__init__)
       24    0.000    0.000    0.000    0.000 fricas.py:314(<genexpr>)
        1    0.000    0.000    0.000    0.000 fricas.py:837(_equality_symbol)
        1    0.000    0.000    0.000    0.000 fricas.py:878(_inequality_symbol)
        1    0.000    0.000    0.000    0.000 functional.py:1818(_do_sqrt)
        1    0.000    0.000    0.000    0.000 functional.py:1878(sqrt)
      8/5    0.000    0.000    0.129    0.026 functools.py:1023(__get__)
        6    0.000    0.000    0.000    0.000 functools.py:36(update_wrapper)
        1    0.000    0.000    0.000    0.000 functools.py:66(wraps)
        4    0.000    0.000    0.000    0.000 getlimits.py:697(__init__)
        4    0.000    0.000    0.000    0.000 getlimits.py:721(max)
        9    0.000    0.000    0.001    0.000 groupoid.py:35(__init__)
        9    0.000    0.000    0.000    0.000 groupoid.py:62(_make_named_class_key)
       53    0.000    0.000    0.000    0.000 homset.py:1204(domain)
       53    0.000    0.000    0.000    0.000 homset.py:1219(codomain)
       28    0.000    0.000    0.001    0.000 homset.py:1267(__init__)
       28    0.000    0.000    0.001    0.000 homset.py:46(RingHomset)
       48    0.001    0.000    0.001    0.000 homset.py:610(__init__)
       96    0.000    0.000    0.000    0.000 homset.py:774(homset_category)
       28    0.000    0.000    0.001    0.000 homset.py:78(__init__)
    72/53    0.001    0.000    0.005    0.000 homset.py:87(Hom)
        1    0.000    0.000    0.000    0.000 homsets.py:204(super_categories)
      2/1    0.000    0.000    0.000    0.000 homsets.py:23(default_super_categories)
        1    0.000    0.000    0.000    0.000 ideal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ideal.py:1286(is_principal)
        2    0.000    0.000    0.000    0.000 ideal.py:1316(gen)
        1    0.000    0.000    0.000    0.000 ideal.py:23(Ideal_1poly_field)
        7    0.000    0.000    0.000    0.000 ideal.py:257(__init__)
        2    0.000    0.000    0.000    0.000 ideal.py:419(__bool__)
        1    0.000    0.000    0.000    0.000 ideal.py:44(Ideal)
        4    0.000    0.000    0.000    0.000 ideal.py:625(gens)
        2    0.000    0.000    0.000    0.000 ideal_monoid.py:17(IdealMonoid)
        2    0.000    0.000    0.000    0.000 ideal_monoid.py:50(__init__)
        5    0.000    0.000    0.000    0.000 inspect.py:1299(getargs)
        6    0.000    0.000    0.000    0.000 inspect.py:1746(currentframe)
       78    0.000    0.000    0.000    0.000 inspect.py:302(isclass)
        7    0.000    0.000    0.000    0.000 inspect.py:386(isfunction)
        5    0.000    0.000    0.000    0.000 inspect.py:509(iscode)
       55    0.000    0.000    0.000    0.000 inspect.py:758(getmro)
        1    0.000    0.000    0.000    0.000 inspect.py:947(getmodulename)
        3    0.000    0.000    0.000    0.000 integer_mod_ring.py:1026(characteristic)
        2    0.000    0.000    0.000    0.000 integer_mod_ring.py:1039(_repr_)
        3    0.000    0.000    0.000    0.000 integer_mod_ring.py:1086(order)
        2    0.000    0.000    0.000    0.000 integer_mod_ring.py:1123(_element_constructor_)
        1    0.000    0.000    0.000    0.000 integer_mod_ring.py:1182(__iter__)
        6    0.000    0.000    0.001    0.000 integer_mod_ring.py:1202(_coerce_map_from_)
       12    0.000    0.000    0.000    0.000 integer_mod_ring.py:1291(__richcmp__)
        1    0.000    0.000    0.002    0.002 integer_mod_ring.py:206(get_object)
        1    0.000    0.000    0.000    0.000 integer_mod_ring.py:214(create_key_and_extra_args)
        1    0.000    0.000    0.002    0.002 integer_mod_ring.py:230(create_object)
        1    0.000    0.000    0.002    0.002 integer_mod_ring.py:429(__init__)
        3    0.000    0.000    0.001    0.000 integer_mod_ring.py:642(is_integral_domain)
        2    0.000    0.000    0.001    0.001 integer_mod_ring.py:676(is_field)
        2    0.000    0.000    0.001    0.001 integral_domains.py:45(__contains__)
        1    0.000    0.000    0.000    0.000 integral_domains.py:69(_contains_helper)
        1    0.000    0.000    0.000    0.000 interface.py:426(_lessthan_symbol)
        1    0.000    0.000    0.000    0.000 interface.py:429(_greaterthan_symbol)
        1    0.000    0.000    0.000    0.000 interface.py:435(_relation_symbols)
        1    0.000    0.000    0.000    0.000 interface.py:639(__getattr__)
        1    0.000    0.000    0.000    0.000 interface.py:70(__init__)
        2    0.000    0.000    0.000    0.000 interface.py:96(name)
       11    0.001    0.000    1.400    0.127 issuer.py:22(multi_coupon_creation)
       10    0.000    0.000    0.330    0.033 issuer.py:40(redeem_token)
        2    0.000    0.000    0.000    0.000 latex.py:2193(latex_varify)
      2/1    0.000    0.000    0.000    0.000 latex.py:2239(latex_variable_name)
        1    0.000    0.000    0.000    0.000 lazy_format.py:85(__mod__)
        3    0.000    0.000    0.000    0.000 left_modules.py:35(super_categories)
        2    0.000    0.000    0.000    0.000 lex.py:251(input)
        8    0.000    0.000    0.000    0.000 lex.py:263(begin)
       40    0.000    0.000    0.001    0.000 lex.py:305(token)
       11    0.000    0.000    0.001    0.000 magmas.py:791(__init_extra__)
        3    0.000    0.000    0.000    0.000 magmatic_algebras.py:178(product)
        2    0.000    0.000    0.003    0.001 magmatic_algebras.py:53(super_categories)
        1    0.000    0.000   30.793   30.793 main.py:12(main)
        3    0.000    0.000    0.000    0.000 model.py:12(qualify)
        2    0.000    0.000    0.000    0.000 model.py:174(build_backend_type)
        4    0.000    0.000    0.000    0.000 model.py:242(build_backend_type)
        3    0.000    0.000    0.000    0.000 model.py:264(__init__)
        2    0.000    0.000    0.000    0.000 model.py:273(build_backend_type)
        2    0.000    0.000    0.000    0.000 model.py:298(__init__)
        2    0.000    0.000    0.000    0.000 model.py:311(length_is_unknown)
        2    0.000    0.000    0.000    0.000 model.py:317(build_backend_type)
     27/6    0.000    0.000    0.000    0.000 model.py:56(get_cached_btype)
       10    0.000    0.000    0.000    0.000 model.py:590(global_cache)
      151    0.000    0.000    0.000    0.000 model.py:68(_get_items)
      9/8    0.000    0.000    0.000    0.000 model.py:74(__eq__)
   133/43    0.000    0.000    0.000    0.000 model.py:81(__hash__)
      4/3    0.000    0.000    0.003    0.001 modules.py:119(__classcall_private__)
        3    0.000    0.000    0.002    0.001 modules.py:164(super_categories)
        1    0.000    0.000    0.001    0.001 modules.py:341(FiniteDimensional)
        1    0.000    0.000    0.002    0.002 modules.py:492(WithBasis)
        1    0.000    0.000    0.000    0.000 modules.py:517(extra_super_categories)
        1    0.000    0.000    0.000    0.000 multiarray.py:180(concatenate)
        1    0.000    0.000    0.000    0.000 noetherian_rings.py:52(super_categories)
       10    0.285    0.028   17.983    1.798 ntrugen.py:105(reduce)
     2604    0.000    0.000    0.000    0.000 ntrugen.py:144(<genexpr>)
10845362/1142   15.947    0.000   15.947    0.014 ntrugen.py:15(karatsuba)
        1    0.007    0.007    0.007    0.007 ntrugen.py:160(xgcd)
     11/1    0.001    0.000   18.693   18.693 ntrugen.py:173(ntru_solve)
       15    0.001    0.000    1.492    0.099 ntrugen.py:197(gs_norm)
       30    0.074    0.002    2.208    0.074 ntrugen.py:211(gen_poly)
   153600    0.024    0.000    0.024    0.000 ntrugen.py:226(<genexpr>)
        1    0.001    0.001   22.400   22.400 ntrugen.py:230(ntru_gen)
     1025    0.000    0.000    0.000    0.000 ntrugen.py:242(<genexpr>)
     1142    0.048    0.000   15.995    0.014 ntrugen.py:43(karamul)
       20    0.001    0.000    0.001    0.000 ntrugen.py:53(galois_conjugate)
       20    0.001    0.000    0.244    0.012 ntrugen.py:62(field_norm)
       20    0.000    0.000    0.000    0.000 ntrugen.py:79(lift)
     2244    0.440    0.000    0.441    0.000 ntrugen.py:91(bitsize)
        1    0.000    0.000    0.014    0.014 ntt.py:127(div_zq)
        1    0.000    0.000    0.001    0.001 ntt.py:157(div_ntt)
     1025    0.000    0.000    0.000    0.000 ntt.py:161(<genexpr>)
      511    0.002    0.000    0.002    0.000 ntt.py:26(split_ntt)
     1533    0.006    0.000    0.006    0.000 ntt.py:44(merge_ntt)
   3069/3    0.004    0.000    0.013    0.004 ntt.py:62(ntt)
   1023/1    0.001    0.000    0.005    0.005 ntt.py:83(intt)
        1    0.000    0.000    0.000    0.000 number_field.py:12113(_coerce_map_from_)
        1    0.000    0.000    0.000    0.000 number_field.py:142(is_NumberFieldHomsetCodomain)
        1    0.000    0.000    0.000    0.000 number_field.py:1947(_Hom_)
        8    0.000    0.000    0.000    0.000 number_field.py:6111(is_field)
      2/1    0.000    0.000    0.000    0.000 objects.py:82(Homsets)
        1    0.000    0.000    0.000    0.000 package.py:128(spkg_type)
       10    0.000    0.000    0.000    0.000 pk.py:20(decrypt)
       10    0.000    0.000    0.000    0.000 pk.py:26(aes)
       20    0.000    0.000    0.000    0.000 plyparser.py:125(param_rule)
       22    0.000    0.000    0.000    0.000 plyparser.py:20(__init__)
       15    0.000    0.000    0.000    0.000 plyparser.py:42(optrule)
       22    0.000    0.000    0.000    0.000 plyparser.py:49(_coord)
       22    0.000    0.000    0.000    0.000 plyparser.py:55(_token_coord)
        5    0.000    0.000    0.000    0.000 polynomial_element_generic.py:1147(__init__)
        1    0.000    0.000    0.000    0.000 polynomial_quotient_ring.py:1034(is_field)
        1    0.000    0.000    0.000    0.000 polynomial_quotient_ring.py:1080(is_integral_domain)
     3739    0.001    0.000    0.001    0.000 polynomial_quotient_ring.py:1187(modulus)
        1    0.000    0.000    0.000    0.000 polynomial_quotient_ring.py:1200(ngens)
     1095    0.000    0.000    0.000    0.000 polynomial_quotient_ring.py:1242(polynomial_ring)
        1    0.000    0.000    0.000    0.000 polynomial_quotient_ring.py:179(create_key)
        1    0.073    0.073    0.091    0.091 polynomial_quotient_ring.py:233(create_object)
        1    0.000    0.000    0.016    0.016 polynomial_quotient_ring.py:399(__init__)
      597    0.005    0.000    0.196    0.000 polynomial_quotient_ring.py:444(_element_constructor_)
        4    0.000    0.000    0.000    0.000 polynomial_quotient_ring.py:552(_coerce_map_from_)
        8    0.000    0.000    0.000    0.000 polynomial_quotient_ring.py:673(__eq__)
        1    0.000    0.000    0.000    0.000 polynomial_quotient_ring.py:698(__ne__)
      253    0.001    0.000    0.309    0.001 polynomial_quotient_ring.py:720(__hash__)
        3    0.000    0.000    0.000    0.000 polynomial_quotient_ring.py:776(construction)
        1    0.000    0.000    0.000    0.000 polynomial_quotient_ring.py:804(base_ring)
        2    0.000    0.000    0.000    0.000 polynomial_quotient_ring.py:888(is_finite)
      740    0.001    0.000    0.001    0.000 polynomial_quotient_ring.py:971(degree)
     2739    0.320    0.000    0.325    0.000 polynomial_quotient_ring_element.py:108(__init__)
       40    0.000    0.000    0.049    0.001 polynomial_quotient_ring_element.py:177(__hash__)
     1302    0.081    0.000    0.390    0.000 polynomial_quotient_ring_element.py:235(_mul_)
      840    0.004    0.000    0.007    0.000 polynomial_quotient_ring_element.py:266(_add_)
       30    0.000    0.000    0.000    0.000 polynomial_quotient_ring_element.py:298(_richcmp_)
       18    0.000    0.000    0.000    0.000 polynomial_quotient_ring_element.py:314(__getitem__)
      740    0.002    0.000    0.913    0.001 polynomial_quotient_ring_element.py:627(__iter__)
      740    0.011    0.000    0.911    0.001 polynomial_quotient_ring_element.py:630(list)
      259    0.000    0.000    0.000    0.000 polynomial_ring.py:1027(__hash__)
        1    0.000    0.000    0.000    0.000 polynomial_ring.py:1036(_repr_)
        3    0.000    0.000    0.000    0.000 polynomial_ring.py:1240(gen)
        3    0.000    0.000    0.000    0.000 polynomial_ring.py:1291(is_exact)
        1    0.000    0.000    0.000    0.000 polynomial_ring.py:1295(is_field)
        6    0.000    0.000    0.000    0.000 polynomial_ring.py:1309(is_sparse)
        9    0.000    0.000    0.000    0.000 polynomial_ring.py:1375(ngens)
        3    0.000    0.000    0.009    0.003 polynomial_ring.py:1801(__init__)
        1    0.003    0.003    0.095    0.095 polynomial_ring.py:1815(quotient_by_principal_ideal)
        2    0.000    0.000    0.001    0.000 polynomial_ring.py:1928(__init__)
        2    0.000    0.000    0.000    0.000 polynomial_ring.py:2086(_implementation_names_impl)
        1    0.000    0.000    0.000    0.000 polynomial_ring.py:2111(_repr_)
        4    0.000    0.000    0.000    0.000 polynomial_ring.py:2122(construction)
        2    0.000    0.000    0.001    0.000 polynomial_ring.py:2158(__init__)
        2    0.000    0.000    0.000    0.000 polynomial_ring.py:2185(_element_class)
        6    0.000    0.000    0.000    0.000 polynomial_ring.py:2228(_ideal_class_)
        3    0.000    0.000    0.002    0.001 polynomial_ring.py:246(__init__)
        1    0.000    0.000    0.009    0.009 polynomial_ring.py:3227(__init__)
        1    0.000    0.000    0.000    0.000 polynomial_ring.py:3330(modulus)
      581    0.177    0.000    0.177    0.000 polynomial_ring.py:336(_element_constructor_)
        1    0.000    0.000    0.010    0.010 polynomial_ring.py:3405(__init__)
        2    0.000    0.000    0.000    0.000 polynomial_ring.py:3479(_implementation_names_impl)
        3    0.000    0.000    0.000    0.000 polynomial_ring.py:500(_implementation_names)
        3    0.000    0.000    0.001    0.000 polynomial_ring.py:706(_coerce_map_from_base_ring)
        7    0.000    0.000    0.002    0.000 polynomial_ring.py:734(_coerce_map_from_)
        2    0.000    0.000    0.010    0.005 polynomial_ring_constructor.py:60(PolynomialRing)
        4    0.000    0.000    0.000    0.000 polynomial_ring_constructor.py:639(<genexpr>)
        6    0.000    0.000    0.000    0.000 polynomial_ring_constructor.py:740(_get_from_cache)
        6    0.000    0.000    0.000    0.000 polynomial_ring_constructor.py:745(_save_in_cache)
        6    0.000    0.000    0.011    0.002 polynomial_ring_constructor.py:750(_single_variate)
        1    0.000    0.000    0.007    0.007 polynomial_ring_constructor.py:903(polynomial_default_category)
        3    0.000    0.000    0.000    0.000 polynomial_singular_interface.py:382(can_convert_to_singular)
     6144    0.004    0.000    0.032    0.000 prandom.py:129(randint)
     6144    0.003    0.000    0.006    0.000 prandom.py:62(_pyrand)
        1    0.000    0.000    0.000    0.000 principal_ideal_domains.py:257(_ideal_class_)
        2    0.000    0.000    0.000    0.000 pushout.py:1861(__init__)
        7    0.000    0.000    0.000    0.000 pushout.py:2854(__init__)
        2    0.000    0.000    0.000    0.000 pushout.py:4017(pushout)
       10    0.000    0.000    0.000    0.000 pushout.py:4446(<genexpr>)
        4    0.000    0.000    0.000    0.000 pushout.py:4744(construction_tower)
        4    0.000    0.000    0.000    0.000 pushout.py:828(__init__)
      148    0.000    0.000    0.000    0.000 py3compat.py:145(byte_string)
        1    0.000    0.000    0.000    0.000 qqbar.py:1134(_element_constructor_)
      5/1    0.000    0.000    0.014    0.014 qqbar.py:1668(_element_constructor_)
        1    0.000    0.000    0.000    0.000 qqbar.py:1689(_repr_)
        5    0.000    0.000    0.000    0.000 qqbar.py:1726(_coerce_map_from_)
        1    0.000    0.000    0.000    0.000 qqbar.py:1828(gen)
        1    0.000    0.000    0.000    0.000 qqbar.py:2177(short_prec_seq)
        1    0.000    0.000    0.000    0.000 qqbar.py:2192(tail_prec_seq)
        1    0.000    0.000    0.000    0.000 qqbar.py:2209(rational_exact_root)
        7    0.000    0.000    0.000    0.000 qqbar.py:3793(__init__)
        1    0.000    0.000    0.000    0.000 qqbar.py:3971(_mul_)
        1    0.000    0.000    0.000    0.000 qqbar.py:4031(_sub_)
        3    0.000    0.000    0.000    0.000 qqbar.py:4132(__bool__)
        6    0.000    0.000    0.000    0.000 qqbar.py:4757(interval_fast)
        6    0.000    0.000    0.000    0.000 qqbar.py:4992(__init__)
        1    0.000    0.000    0.000    0.000 qqbar.py:5250(_interval_fast)
        1    0.000    0.000    0.000    0.000 qqbar.py:5558(__init__)
        1    0.000    0.000    0.000    0.000 qqbar.py:5577(_ensure_real)
        1    0.000    0.000    0.000    0.000 qqbar.py:6490(__init__)
        1    0.000    0.000    0.003    0.003 qqbar.py:6509(_act_)
        5    0.000    0.000    0.000    0.000 qqbar.py:6623(__init__)
        5    0.000    0.000    0.000    0.000 qqbar.py:6691(_interval_fast)
        1    0.000    0.000    0.000    0.000 qqbar.py:6934(__init__)
        1    0.000    0.000    0.000    0.000 qqbar.py:7022(poly)
        1    0.000    0.000    0.000    0.000 qqbar.py:7036(is_complex)
        1    0.000    0.000    0.002    0.002 qqbar.py:7167(__init__)
        1    0.000    0.000    0.002    0.002 qqbar.py:7319(refine_interval)
        5    0.000    0.000    0.000    0.000 qqbar.py:734(_get_action_)
        1    0.000    0.000    0.002    0.002 qqbar.py:7492(_complex_refine_interval)
        1    0.000    0.000    0.000    0.000 qqbar.py:7821(_interval_fast)
        2    0.000    0.000    0.000    0.000 qqbar.py:8796(an_binop_rational)
        1    0.000    0.000    0.000    0.000 quotient_module.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quotient_module.py:305(FreeModule_ambient_field_quotient)
        1    0.000    0.000    0.000    0.000 quotient_module.py:34(QuotientModule_free_ambient)
        1    0.000    0.000    0.000    0.000 quotient_ring.py:1179(ngens)
        1    0.000    0.000    0.095    0.095 quotient_ring.py:131(QuotientRing)
        2    0.000    0.000    0.004    0.002 quotient_ring.py:1395(__init__)
        2    0.000    0.000    0.003    0.001 quotient_ring.py:460(__init__)
        4    0.000    0.000    0.000    0.000 quotient_ring.py:519(construction)
        1    0.000    0.000    0.000    0.000 quotient_ring.py:962(cover_ring)
     10/1    0.000    0.000    0.007    0.007 quotients.py:24(default_super_categories)
        1    0.000    0.000    0.000    0.000 random.py:119(__init__)
        2    0.000    0.000    0.000    0.000 random.py:128(seed)
     8704    0.006    0.000    0.010    0.000 random.py:245(_randbelow_with_getrandbits)
     6144    0.007    0.000    0.016    0.000 random.py:295(randrange)
     6144    0.005    0.000    0.022    0.000 random.py:336(randint)
       10    0.001    0.000    0.004    0.000 random.py:363(sample)
